itemDescription,averageCost
OOA PR  J&J Piattos Sour Cream & Onion 85g,22.142900
OOA PR  J&J Piattos Roast Beef 85g,22.142900
Fitness Choc CerBr 23.5g,20.268609
Koko Krunch CerBr 25g,16.232100
Milo CerealBar 23.5g,16.232100
J&J Magic Chips BBQ 100g,17.860000
J&J Magic Chips Cheese 100g,17.857100
J&J Cream-O Choco Fudge 33g,5.580400
J&J Quake Overload White Choco 30g,5.220000
J&J Presto Choco 80g,10.758900
J&J Mang Juan Klasik 90g,14.151800
J&J Nova Classic Crunch 78g,22.142900
**PikNik WhiteCheddar 170g,111.607100
**PikNik SrirachaRanch 170g,111.607100
OOA Cebu Dried Green Mango Balls 100g,50.440000
OOA Philippine Dried Mango Chips 100g,43.430000
OOA Philippine Dried Mango Sliced 100g,62.750000
OOA Arcor Formis Ben10 108g,27.370000
OOA Arnott's Tim Tam Wafer Vanilla 80g,38.880000
OOA Besuto Food Corp Prawn Crackers 250g,30.310700
OOA Besuto Onion & Garlic Crackers 250g,31.470000
OOA Big Munch Cheese 110g,15.340200
Bingo Double Choco Slugs 75g,12.475356
Bingo OrangeCkie 75g,12.350079
OOA Boy Bawang Adobo 100g,13.705400
OOA Boy Bawang Cornick  Adobo 30g,4.687266
OOA Boy Bawang Cornick  Garlic 30g,4.686526
Boy Bawang Garlic 100g,13.705740
Boy Bawang Hot Garlic 100g,13.706391
Boy Bawang Chili Cheese 100g,13.707066
OOA Boy Bawang Cornick Hot Garlic 30g,4.687500
OOA Champola Chocolate Belge 30g,11.470000
OOA Champola Chocolate 60g,14.820000
INDCupp KeykChsyTopps 37g,5.625000
Cheetos Cheddar Jalapeno Crunchy 226.8g,115.540000
Cheetos Crunchy 99.2g,42.000000
Cheetos Crunchy Cheese 226.8g,115.542320
Leslie Cheezy Corn Crunch Red Hot 70g,16.696073
J&J MangJuan Sukang Paombong 90g,14.151731
J&J MangJuan Sukat Sili 90g,14.151811
OOA Chicharritos Garlic & Vinegar 35g,26.740000
OOA Chicharritos Garlic & Vinegar 75g,53.530000
OOA J&J Chippy BBQ 27g,4.910700
J&J Chippy Chili & Cheese 110g,16.470000
OOA J&J Chippy Chili & Cheese 27g,4.910700
J&J Chippy Garlic & Vinegar 110g,16.470011
OOA J&J Chippy Garlic & Vinegar 27g,4.910000
J&J Chippy Mild & Tasty 110g,16.470000
OOA Chips Ahoy! Original 38g,14.847941
Chips Delight Stripes70g,19.539999
Chips DelightStrpdCappuccino 70g,17.860062
Cupp Keyk Choco Topps 37g,5.295381
Leslie Clover Cheese 95g,21.758999
Leslie Clover Chips Cheese 60g,14.196040
OOA Clover Chips Cheesier 165g,32.633900
Cream-O Choco 90g,16.560000
Ding Dong Mixed Nuts Hot & Spicy 100g,14.370150
DingDong MixedNuts 100g,14.370285
OOA Ding Dong Mixed Nuts Hot&Spicy 1x20 7g,15.714300
OOA Ding Dong Mixed Nuts 1x20 7g,15.714300
Doowee DonutWhtChocow/MilkyCrm 40g,6.280033
Doritos Nacho Cheese 198.4g,114.961685
Doritos Nacho Cheesier 65g,37.719999
OOA Doritos Nacho Cheesier 31.8g,17.230000
Doritos Smokin BBQ 198.4g,116.427028
Doritos Taco 198.4g,115.540278
Doritos Taco 65g,37.720115
Fitbar Chocolate 25g,17.679730
INDFibisco ChcoChps 200g,37.500183
Fitbar Fruits 25g,17.690129
Fita Crackers 150g,24.991799
M.Y. Fita Crackers 80g,12.391000
INDFibisco ChcoMllows 100g,24.459998
FMC PrimaToast 100g,18.357000
Fudgee BarChocolate 42g,4.879458
Galinco Mini ChocolateChip Cookies 35g,8.010000
Galinco Rainbow Cookiesw/Choco 80g,17.879696
GG Tortillos BBQ 100g KVI,16.470205
OOA Glico Pocky Choco Banana Flavour 25g,20.312500
OOA Glico Pocky Chocolate Flavor 47g,25.892900
OOA Glico Pocky Milk Flavour  25g,20.312500
OOA Glico Pocky Strawberry Flavour 45g,25.892900
OOA Glico Pretz Sour Cream & Onion 36g,21.473200
OOA Goldilocks Popcorn 35g,10.812100
OOA Goya Pretzel Twists Dark Choco 28g,5.466100
OOA Goya Pretzel Twist Cream White 28g,5.133900
Growers Garlic Peanuts  80g,29.100014
OOA Growers Garlic  Peanuts 1x20 8g,33.392900
OOA Hansel Premium Peanut Butter128g,30.019376
OOA Happy Peanuts Garlic 100g,23.902333
Hi-Ho Crunchy Nuts BBQ 70g,11.009995
J&J Chippy BBQ Family 100g,16.470139
J&J Chiz Curls 55g,13.210000
J&J Mr. Chips Nacho 100g,15.760000
IND J&J Nova Country Cheddar Flavor 40g,9.820000
J&J Nova CntryCheddar Flvor 78g KVI,22.140000
OOA J&J Nova Homestyle BBQ 40g,9.866028
J&J Nova Homestyle BBQ 78g,22.140014
OOA J&J Piattos Cheese 40g,9.869450
J&J Piattos Cheese 85g KVI,22.140000
J&J Piattos Nacho Pizza 85g,22.140000
J&J Piattos Roadhouse BBQ 85g,22.140000
J&J Piattos Sour Cream & Onion 85g,22.140000
J&J Potato Chips BBQ 65g,22.139999
J&J V Cut Spicy BBQ 60g KVI,22.140002
J&J Roller Coaster Cheddar Cheese 85g,16.470000
J&J Tostillas Nacho Cheese 72g,22.141260
OOA J&J V Cut Spicy BBQ 25g,9.550000
J&J Chocolate Pretzels 40g,8.260000
J&J Cream-O Cakewich 25g,4.840000
J&J Cream-O Choco Chip Cookies 36g,6.410976
OOA J&J Espesyal Mamon De Leche 30g,5.100000
Hello CoatedVanilla15g,3.220000
OOA J&J Potato Chips BBQ 22g,9.196100
J&J Quake Bars - Chocolate 38g,4.840000
Quake BarsVanilla 38g,4.839992
J&J Quake Overload Mocha But 30g,4.840000
J&J Cream-O Vanilla Choco Cookies 30g,5.151800
J&J Dewberry Blueberries 'n Cream 33g,5.151800
OOA J&J Fun Fries BBQ 22g,3.840000
OOA J&J Fun Fries Cheese 22g,3.840000
IND J&J Magic Junior Crackers 16g,1.960000
J&J Presto Creams Choco Cookies 30g,3.960033
OOA JBC Happy Peanuts Garlic 1x20 6g,15.714300
OOA J&J Chicharon MangJuan-SukangPaombong26g,4.690000
OOA J&J Chiz Crispers 60g,12.616615
J&J Dewberry Strawberries N Cream 33g,5.151800
J&J Pic-A Overload 180g KVI,35.709996
J&J Pic-A Ultimate Cheddar 180g KVI,35.710000
OOA Jolly Time Mic Popcorn Ched Cheese 99g,28.180000
OOA Jolly Time Bttrlcious LightBtr PopCrn85g,33.300000
OOA Keebler M&M's Bite Size Cookies 45g,25.360000
OOA Kettle Korn Sweet 'n Salty 40g,10.759685
OOA Kettle Korn Butterlicious 40g,10.760000
OOA Kettle Korn Cheese 40g,10.760000
Knick Knacks Choco 50g,9.339300
OOA Knick Knacks Choco on Choco 62g,12.589300
Knick Knacks Milk 50g,13.000001
Lotte Koala Chocolate Biscuits 37g,26.785698
Lotte Koala Strawberry Biscuits 37g,26.785700
OOA Kornets Natural Flavored Corn Cones 75g,19.107100
OOA La Luisa Butter Cookies 250g,51.340000
OOA LaLa Fish Crackers Salt & Vinegar 100g,16.960000
OOA LaLa Fish Crackers Sweet Chili 100g,16.960000
OOA LaLa Squidee Sweet & Spicy 100g,16.294600
OOA Laura's Egg Cracklets 75g,19.196400
OOA Laura's Manna Buttered Toast 200g,39.290000
OOA Laura's Puto Seko 100g,19.196400
Lays Sour Cream & Onion 28.3g,19.760000
Lays Cheddar and Sour Cream 184.2g,119.730004
Lays  Classic 184.2g,119.741756
Lays Sour Cream & Onion 184.2g,119.730114
Lays Stax Original Flavor Canisters 100g,51.882900
Lays Stax Original 35g,18.482099
Lays Stax Sour Cream & Onion 38g,-1.000000
Lays Stax Sour Cream & Onions 100g,51.882900
Lays Taiwan Kyushu Seaweed 50g,35.924100
OOA Lays Taiwan Swiss Cheese 50g,38.210000
Lemon Square Cheesecake 30g,5.267994
OOA Leslies Farmer John Cheddar 90g,39.730000
OOA Leslies Cheezy Buffalo Wings 70g,15.669600
OOA Leslies Cheezy Jalapeno 70g,15.669600
Leslies Cheezy Outrageously Cheesy 70g,16.696237
OOA Leslies Clover Chips BBQ 55g,14.150000
OOA Leslies Crispy Shrimp 100g,14.240000
OOA Leslies Cheezy Puffs Cheddar Cheese 55g,14.240000
OOA Leslies Cheezy Puffs Butter&Cheese 55g,14.241100
OOA Leslies Farmer John French Onion 55g,20.980000
OOA Leslies Wild Willys Chicharon 90g,40.220000
OOA Oishi Kirei Shrimp 20g,3.794600
Loacker WaferNeapolitaner 45g,28.393276
Loaded ChocoFilled 65g,9.534061
Loaded White Choco Filled 65g,9.529966
Pepero Almond 36g,41.071400
Pepero Original 47g,37.500000
M.Y. San Fita Crackers 30g,4.292999
M.Y. San Fita Spreadz Cheese 25g,4.519988
M.Y. San Fita Spreadz Spicy Tuna  25g,4.520000
Magic Chips Cheese 28g,4.780000
OOA J&J MangJuan Chicharon Sukat Sili 26g,4.690000
OOA J&J MangJuan Chik'n Skin 16g,5.040000
OOA Margies Cakes & Pastries Banadas,48.210000
OOA McVitie's Digestives Milk Choco 200g,78.790000
OOA Meiji Hello Panda Chocolate 43g,18.880000
OOA Meiji Hello Panda Strawberry 35g,12.900000
OOA Meiji Hello Panda Chocolate 35g,12.900000
OOA Meiji Hello Panda Double Choco 35g,18.880000
OOA Meiji Yan Yan Double Cream 44g,23.620000
Moby Crunchy Chocolate 90g,15.290343
IND Monde Cream Puffs Chocolate 25g,8.973479
OOA Monde MY San Grahams Choco Crackers 225g,30.241100
Monde Special Mamon Classic 40g,11.293025
Monde Special Mamon Mocha 40g,11.745500
Monde Special Mamon w/ChocoFilling48g,12.646231
Monde Voice Combo Choco 25g,4.223177
Monde Voice Overload 25g,4.927700
OOA Mr. Chips Nacho Cheese 26g,4.020000
OOA Mrs.Goodman Crossini Bavarian67g,10.850000
OOA Mrs.Goodman Crossini Bavarian38g,5.050000
Leslie Nacho Corn Chips BBQ 100g,16.338841
OOA Nagaraya BBQ 40g,7.053600
OOA Nagaraya Garlic 40g,7.050000
OOA Nagaraya Hot & Spicy 40g,7.053600
OOA Nagaraya Original 40g,7.050000
Nagaraya BBQ 160g,25.630000
Nagaraya Garlic 160g,25.629219
Nagaraya Original 160g,25.630000
OOA Newton Lala Cassava Crisps Cheese 85g,21.880000
Nissin Bread Stix Cheese 130g,20.348199
Nissin Bread Stix 130g,21.177326
Nissin Eggnog Cookies 32g,5.955400
OOA Nissin Yakisoba Spicy Chicken 59g,7.700400
Nutri Snack Cheez-It Cheese 95g,15.286432
Nutri Snack Okeji Tempura 100g,15.290000
Nutri Snack Moby Caramel Puff 60g,9.050068
Nutri Snack Moby Crunchy Chocolate 60g,9.049227
Nutri Snack Pee Wee Pizza Supreme 60g,9.048200
Nutri Snack Pee Wee BBQ 60g,9.035114
Nutri Snack Richee Milk Flavor 60g,9.049846
Oishi Bread Pan Butter Toast 42g,7.676751
Oishi Bread Pan Cheese & Onion 42g,7.676879
Oishi Bread Pan Toasted Garlic 42g,7.674611
Oishi Crispy Patata 85g,15.741000
Oishi Kirei Shrimp 60g,15.740937
IND Oishi Marty's Baconette Strips 90g,16.130097
Oishi Marty's Cracklin Plain Salted 90g,13.820945
Oishi Marty's Cracklin Salt&Vinegar 90g,13.819660
Oishi Marty's Cracklin Spicy 90g,13.820990
Oishi Natural Potato Chps PlainSlted 60g,21.517969
Oishi Natural Potato Chips Swt&Spicy 60g,21.518231
OOA Oishi Potato Fries BBQ 21g,3.794600
OOA Oishi Potato Fries Cheese 21g,3.794600
OOA Oishi Potato Fries Tomato 21g,3.794600
Oishi Potato Fries Ketchup 50g,10.179000
Oishi Potato Fries BBQ 50g,10.174609
Oishi Potato Fries Cheese 50g,10.179818
Oishi Prawn Crackers 90g,15.740598
Oishi Prawn Crackers Spicy 90g,15.738693
Oishi Prawn Crackers Spicy 60g,10.179000
Oishi Prawn Crackers Sweet&Extra Hot 60g,10.178999
Oishi Prawn Crackers 60g,10.178998
Oishi Ribbed Crackling Salt&Vinegar 90g,15.740957
Oishi Ridges BBQ 60g,21.508431
Oishi Ridges Onion & Garlic 60g,21.517963
OOA Oishi Ridges  BBQ 22g,7.589300
OOA Oishi Ridges Cheese 22g,7.589300
Oishi Ridges  Cheese 60g,21.517575
OOA Oishi Ridges  Wasabi 60g,19.348200
OOA Oishi Ridges Onion&Garlic 22g,7.589300
OOA One Grabs Creamy Cheese Sndwch 42g,11.540000
OOA One Grabs Creamy Chocolate Sndwch 54g,13.480000
OOA One Grabs Creamy PnutButter Sndwch 45g,11.540000
OOA Oreo Convenience Pack137g,32.976343
OOA Oreo Orig. ChocoSndwCookiesVanilla29.4g,6.790000
IND J&J Piattos  Roast Beef 40g,9.640000
J&J Piattos Roast Beef 85g,22.140000
Pik-Nik 50% Less Salt Shoestring 50g,27.659202
Pik-Nik Cheddar Cheese Shoestring 42g,27.111621
Pik-Nik Ketchup Fries 42g,27.693772
Presto CrmsPeanutButter 80g KVI,11.295065
Presto Creams Peanut Butter 30g,4.115970
Pringles Cheesy Cheese 147g,68.380077
Pringles Original 147g,68.380000
Pringles Original 42g,23.320000
Pringles Sour Cream & Onion 147g,68.379998
Pringles Sour Cream & Onion 42g,23.320000
Pringles Cheesy Cheese 107g,55.510171
Pringles Original 107g,55.510009
Pringles Sour Cream & Onion 107g,55.511227
Quaker Oaties Choco Chip 28g,9.955404
Quaker Oaties Honey Nuts 28g,8.702637
Quaker Cookies Raisins 28g,8.704786
Quaker Cookies Apple & Cinnamon 28g,8.705341
Bravo w/SesameSeeds 30g,4.600096
Rebisco ChocoCream 32g,4.599969
Rebisco Orig 35g,4.384997
Rebisco WhleWheat 32g,4.210000
Rebisco ExtrmChoco 25g,4.599976
OOA Regent Cheeseball Cheese 60g,10.580000
OOA Regent Golden Sweet Corn 30g,5.531820
OOA Regent Hokaido Fish Crackers 100g,17.770000
OOA Regent Yasai Vegetable 60g,13.930000
IND J&J Roller Coaster Cheddar 4g,4.690000
Ruffles Cheddar & Sour Ceam 184.2g,119.730046
OOA Ruffles Original 184.2g,100.820000
Skyflakes Cheese 25g,4.476998
Skyflakes Condensada 30g,4.292000
Skyflakes Fit w/Omega3 25g,5.138000
Skyflakes Garlic 25g,4.477000
Skyflakes Onion & Chives 25g,4.476998
Skyflakes Orig 25g KVI,4.293000
Skyflakes Tsokolate 30g,4.292000
Skyflakes Fit Oat Fiber 25g,5.138000
Skyflakes Handy Pack 200g,26.991190
OOA Stik-O Jr. Choco 380g,45.090000
OOA Sugo Greaseless Salted Peanuts 50g,7.544600
OOA Sugo Greaseless Salted Peanuts 1x20 6g,15.714300
OOA Sunflower Plain Handy Pack 160g,26.880000
OOA Sunmaid Natural California Raisins 100g,30.800000
OOA J&J Taquitos BBQ 100g,15.000034
Tomi Sweet Corn 110g KVI,16.629998
OOA Tong Garden Cashew Nuts Salted 40g,50.890000
OOA J&J GG Tortillos BBQ 25g,4.910000
GG Tortillos Cheese 100g KVI,16.470000
OOA J&J GG Tortillos Cheese 25g,4.910000
OOA J&J GG Tortillos Chili 100g,16.875000
OOA J&J Tostillas Nacho Cheese 32g,9.869994
OOA W.L Foods Muncher Corn Flakes Cheese 60g,9.910000
OOA W.L Foods Muncher GreenPeas Beef 200g,26.380000
W.L Foods Corn Bits Special Mix70g,8.880000
W.L Muncher Coated Green Peas 70g,8.880000
OOA Yum Yum Choco Snack 30g,9.820000
OOA Yum Yum Strawberry 30g,9.820000
OOA Yum Yum Cookies & Cream 25g,9.820000
Hello CoatedChoco 15g,3.220000
Skyflakes Crackers Onion &Chives 25g,41.875000
Hansel MchaSndwch 32g,4.599999
Monde Special Mamon Vanilla 40g,10.507100
Doowee DonutChoco 40g,6.280000
Lemon Square ChooChoo Choco Vanilla 38g,5.804048
Fudgee Barr - Milk 42g,4.880000
Lemon SquareLavaCke 42g,5.447039
INDHansel PremChse 127g,30.050791
J&J Calbee Potato Classic Salted 28g,12.050007
OOA J&J Calbee Potatochips Wasabi 28g,13.710000
J&J Calbee Potatochip Sched Sourcrem 28g,12.050373
J&J Calbee Potatochips Pizza 65g,30.532570
OOA J&J Calbee Potatofries Salted 40g,26.473200
OOA J&J Calbee Potato Fries Garlic 40g,26.473200
OOA Sabanana Chips Roasted Garlic 100g,29.880000
OOA Sabanana Chips Smoky BBQ 100g,29.880000
OOA Sabanana Chips Sweet Orig Lite 100g,29.880000
Oreo ChocoltCreme 29.4g,6.418600
IND Oreo Strawberry Creme 29.4g,6.419600
OOA Oreo Choco 29.4g,6.750000
OOA Oreo Strawberry 29.4g,60.710000
Oreo Double Stuff 152.4g KVI,37.236467
OOA Oreo Choco 137g,32.990000
Mini Oreo Vanilla 61.3g,33.521531
OOA Mini Oreo Choco 67g,35.630000
OOA Chips Ahoy! Original 85.5g,31.170100
IND Tiger Energy Biscuit Plain 25.2g,4.330400
OOA Tiger Energy Biscuit Choco 21g,4.340000
OOA Wrigley's Extra Peppermint Blister 8s,17.860000
OOA Wrigley's Extra Sweetmint Blister 8s,17.860000
Growers Savoury Hot 80g,31.019998
KnickKnacks Chocolate 28g,4.874858
KnickKnacks Milk 28g,4.870742
IND Knick Knacks Choco on Choco 28g,5.000000
OOA Glico Pretz Pizza 36g,22.098200
OOA Glico Pocky Double Chocolate 47g,27.991100
OOA Laura's Otap Especial 210g,42.723200
OOA Toblerone 100g (packed by 3s),319.600000
Hershey's Nugget Cookies&Cream (Get 1 FREE),-1.000000
OOA JellyAce Jelly Sip (Buy 3 Save P5.00),22.320000
Xylitol Limemint 29g,34.375000
Xylitol Freshmint 29g,34.375000
Xylitol Bluebrrymint 29g,34.375000
Lotte Xylitol Bottle Strawbery Mint 30g,34.375000
Lotte Xylitol Blister Lime Mint 12g,14.285700
Lotte Xylitol Blister Fresh Mint 12g,14.285700
Lotte Xylitol Blister Blueberry Mint 12g,14.285700
Lotte Xylitol Blister Strawbery Mint 12g,14.285700
OOA Moniegold Chewy Tamarind Candy 50g,13.080000
OOA Moniegold Chewy Tamarind Candy 80g,27.370000
OOA Damla Strawberry 90g,26.340000
OOA Damla Orange 90g,26.340000
OOA Damla Cherry 90g,26.340000
OOA Damla Raspberry 90g,26.340000
OOA Damla Assorted 90g,26.340000
OOA Damla W.Melon Tropical 90g,26.340000
OOA Damla Melon-Pineapple 90g,26.340000
OOA Damla Ecclairs Cocoa Cream 80g,26.340000
OOA Damla Ecclairs Milky Cream 80g,26.790000
OOA Ailesi Chocolate 3-pc heart shpd 38g,-1.000000
Nestle KitKat Chunky 38g KVI,34.100535
OOA Ailesi Chocolate 5-pc heart shaped 62.5g,-1.000000
Nestle KitKat Chunky Hazelnut 38g,-1.000000
OOA Nestle KitKat Chunky Cookies&Cream 38g,37.804100
OOA Nestle KitKat Green Tea 4F,36.490000
OOA Lotte Fusen No Mi 15g,15.491100
OOA Nestle KitKat Green Tea 2F,18.630000
Blink Mints Cola 15g,60.267900
Blink Mints  Green Apple 15g,60.267900
Blink Mints BlackCurrant 15g,60.267900
Nestle KitKat Rubies 33.6g,-1.000000
Wrigley's Double Mint Peppermint 5-sticks,6.700002
Wrigley's Double Mint Classic Pellets 10s,10.700000
Sugus Apple Stick 10s,11.200000
Skittles Single Original 30g,29.460000
Skittles Resealable Original 45g,27.500000
Wrigley's DbleMint Peppermint KVI,56.031847
Wrigley's DbleMint Sprmint 23.8g KVI,53.040000
Wrigley's Double Mint Bottle Spearmint 20s,25.540000
Hershey's Creamy Milk Choco 15g,12.190000
Hershey's Milk Choco 43g,38.750000
IND Hershey's Creamy Milk Choco Almond 23g,18.440000
Hershey's Cookies & Creme 40g,38.750000
IND Hershey's Cookies & Creme 23g,18.440000
Hershey's Dark Choco 40g,38.750000
IND Hershey's Kisses Creamy Milk Choco 36g,40.630000
Reese's Nutrageous 47g,32.230000
Reese's Peanut Butter Cup 42g,32.230000
OOA Fox's Crystal Clear Spring Tea 90g,32.470000
Wrigley's Double Mint Chewy Lemon Mint 40g,28.410000
Wrigley's Double Mint Chewy Pepper Mint 40g,28.410000
IND Wonder Kids 20g,26.790000
OOA Nestle KitKat 2F 17g Buy 12 Get 2 FREE,126.640000
OOA Nestle KitKat 2F 17g Buy 24 Get 4 FREE,253.290000
IND Yupi Big Frank 32g,7.419600
IND Yupi Pizza 15g,7.053600
IND Yupi Fruit Cocktail 32g,10.071400
IND Yupi Aquarium 32g,10.071400
IND Yupi Apple Rings 45g,12.026800
IND Yupi Neon Stix Oil 45g,12.090000
IND Yupi Twin Burger D. Box 18g,5.750000
IND Humty Dumty 20g,26.790000
Cadbury Dairy Milk Chocolate100g,73.216582
Cadbury Dairy Milk 165g,113.273822
Cadbury Dairy Milk Oreo 40g,39.090248
IND Cadbury Dairy Milk Oreo 60g,58.237876
Cadbury Dairy Milk Oreo 130g,127.264372
IND Cadbury 5Star 45g,28.526800
Snickers Classic Singles 20g,10.045031
OOA Snickers Classic Sticks 21.5g,12.053600
Snickers Miniture 80g,63.482100
Snickers Almond 49.9g,36.142900
Twix Caramel 50g,33.048647
OOA Maltesers MaltEaster 29g,40.470000
Snickers Oats 40g,28.287086
Chupa Chups Cremosa Lollipops 12g,6.900000
Fruitella Orange 36g,16.930000
Mentos Air Action 37.5g,20.840000
Mentos Pure Fresh Mint Bottle 27g,28.510000
Mentos Pure Fresh Wintergreen Bottle 27g,28.510000
Mentos Tin Peppermint 35g KVI,49.830000
Mentos Tin Sprmint 35g KVI,49.830157
Mentos Incredible Chew Green Apple 45g,21.350000
Mentos Incredible  Chew Strawberry 45g,21.350000
Mentos Choco Caramel 38g,25.277264
IND Hershey's Cookie Plus Caramel 39g,38.750000
Delfi Treasures Golden Almond 36g,20.312702
Delfi Treasures Cookies & Cream 36g,18.690000
Push Pop Push Up Lollipop 14g,20.313077
Fisherman's Friend Spearmint Sugar Free 25g,38.396748
Fisherman's Friend Mandarin & Ginger SF25g,38.392984
OOA Snickers 51g 3s Save P20,70.710000
OOA Snickers 35g 3s Save P12,50.630000
IND Wrigley's Doublemint Peppermint Bottle 40s Free Car Bottle Holder,44.200000
IND Wrigley's Doublemint Slim Pack Spearmint,8.930000
IND Wrigley's Doublemint Slim Pack Peppermint,8.930000
IND Yupi Yogurt Gummy Original Flavor 40g,13.390000
IND Yupi Yogurt Gummy Mixed Berry Flavor 40g,13.390000
Cadbury Dairy Milk Lickables 20g,39.060000
IND Boombastic Wafer withHazelnut&Crispyrice,22.321400
IND Boombastic Chocobar withPeanutCrmel&Crspyrice,22.321400
OOA Yupi Loco Halloween Eyeballs 7g,33.928600
OOA Yupi Loco Halloween Fangs 7g,33.928600
OOA Yupi Loco Halloween Bears 10g,33.928600
Wrigley's Double Mint Spearmint 5-sticks,6.695803
Wrigley's Doublemint Spearmint Resealable 25s,26.204348
Wrigley's Doublemint Winterfrost 35s,53.040000
OOA Skittles Sour 40g,29.017900
OOA M&M's Almond 30g,27.321400
OOA M&M's MC Minis Megatube 50g,46.357100
OOA M&M's Milk Chocolate Mini Stackable Tin 40g,72.142900
IND M&M's Milk Seasonal Box 80g,55.000000
IND nickers Hazelnut Singles 50g,36.142900
OOA M&M's Mix-Ups 145g,95.625000
Ja Bites Mixed 12'S 12G,11.563000
Strepsils Cool Sensation 1.2mgx6,58.344478
Strepsils Extra Strong 1.2mgx6,54.664058
Strepsils Original 1.2mgx6,55.096935
Strepsils Sugar Free Lemon 1.2mgx6,54.781503
Strepsils Orange w/ Vit C 8s,54.723001
Strepsils Soothing Honey & Lemon  8s,55.141951
Maxx Honey Lemon Resealable24g,6.875000
IND Go On Whey Protein Cocoa 50g,44.643000
IND Fiorella Choco Wafer w/ Hazelnut 40g,16.964000
IND Fiorella Dark Choco Wafer 40g,16.964000
M&M 's Block Milk 46g,31.339000
M&M's Block Crispy 44g,31.339000
IND Kitkat 4F Buy3Get1Free,65.758900
IND Doraemon Juju Chewy Candy 162g,203.646251
IND Doraemon Juju Chewy Candy 40g,116.070528
IND Doraemon Juju Jelly Drops Strawberry 80g,42.321001
OOA Promo Doraemon Toy Big 162g,194.642800
OOA Promo Doraemon Toy Small 40g,98.214000
OOA Promo Doraemon JellyDrops Strwby 80g,42.321000
4D Gummy Blocks 45g,21.429000
4D Gummy Fruits 48g,21.429000
Kik's Salted 35g,10.714000
Kik's Sweetened 35g,10.714000
Kik's Sweet Chili 35g,10.714000
Kik's Spicy Mango 35g,10.714000
Tango Almonds 40g,25.000000
Tango Fruit and Nuts 40g,25.000000
Mentos Choco White 38g,26.799448
Mentos Beats 27g,9.232000
Chupa Chups Sour Bites 24.2g,9.232000
M&Ms Milk Choco Tube 35g,32.134000
Cloud 9 White 28g,5.366100
J&J Nips Fun Stacks 90g,28.400000
OOA PR Kinder Joy for Boys T24 20g,36.875000
OOA PR Kinder Joy for Girls T24 20g,36.875000
Milo Nuggets 25g,17.857100
Nestle Kitkat Dark 4F 35g,36.492861
Crunch 44g,30.848200
FiniMagic RollerCndy 40g,34.820000
FiniRoller StrawExtraSour 20g,22.100000
JellyBelly 10Assrt 28g,35.491033
JellyBelly FruitMix 28g,35.491072
Original GourmtLollipp 31g,31.250000
M&Ms Valentine Box  80g,55.000000
Cloud 9 Peanut Butter 50g,9.821400
**ChupaChups PandaBrs 20g,9.241100
**ChupaChups CLCola 20g,9.241100
Chupa Chups Sour Belt 8g,4.310400
OOA Alpenliebe Caramel and Cream32g,10.710000
OOA Alpenliebe Caramel and Cream150g,22.700200
OOA Alpenliebe Coffee 30g,8.880000
OOA Alpenliebe Strawberry & Cream 150g,24.330000
OOA Mello Bear Mallows 30g,4.375000
