itemDescription,averageCost
OOA San Miguel Cerveza Negra 330mL,34.240000
OOA Beringer White Zinfandel 750mL,317.857100
OOABeringer CabrntSauvignon 750mL,317.857100
Alfonso Platinum 1L,257.628927
OOAExcelente 1L,114.285700
Vino Fontana Red 750mL,160.714300
Vino Fontana Sweet Red 750mL,174.107100
Pegoes White Wine 750mL,138.390000
Pegoes Red Wine Semi Sweet 750mL,138.390000
Les Puces Medium Sweet Red 750mL,174.107100
OOAJack Daniels 375mL,392.857000
Jack Daniels 700mL,857.143000
OOA JD Whiskey & Cola 330mL,102.680000
Johnnie Walker DbleBlck 700mL KVI,1116.071400
San Miguel Super Dry Bottle 330mL,34.784200
OOAAlhambra SoleraLight 1L,223.220000
OOAWolf BlassEaglehwkCbernet Sauvig,284.160000
OOA Alhambra Solera 1L,263.389999
OOAAlhambra Light 700mL,165.180000
OOAHoroyoi RedGrape 350mL,41.071400
OOAHoroyoi WhiteGrape 350ml,41.071400
OOAHoroyoi WhtSour 350mL,41.071400
San Miguel Apple in Can 330mL,31.062985
OOA Asahi Beer Bottle 330mL,57.590000
OOAFosters StrongBeerInCan 330 mL,27.071400
San Miguel Pale Pilsen Bottle 1L,62.500003
San Miguel Lemon in Can 330mL,31.061071
SMB crates,75.000000
INDEmbassy Whisky 750mL,97.191075
OOA BUY 3 San Miguel Light Can 330ML GET1 FOR FREE,32.738100
OOA BUY 3 San Miguel Super Dry Can 330ML GET1 FOR FREE,41.648188
OOA Absolut Vodka 700mL,-1.000000
The Bar Premium Dry 700mL,76.785700
The Bar Pink Gin700ml,76.785700
The Bar Lime Gin700ml,76.785700
Tanduay Ice Sig Apple 330ml,25.670000
Tiger Black 500ml,35.714200
Tiger Crystal Light 330ml,27.080000
Imperial BlueFullStrngth 700mL,223.214000
Imperial BlueLight 700mL,178.571000
John Jameson Whiskey 700ml,812.500000
Woomera Cabernet Merlot (red wine),325.893000
Woomera Sauvignon Blanc (white wine),325.893000
Woomera Rose SemiSwt,325.893000
Emperador Double Light 750mL,75.446000
Emperador Double Light 1L,102.679000
CarloRossi PinkMoscto 750mL,206.250000
Tanduay Ice Sig Cranberry 330ml,25.670000
Tanduay Ice Sig Lemonade 330ml,25.670000
INDHeineken Bottle4pck 330ml,163.690000
OOA Buy 5 San Mig Light Can 330ml Free 1 Chippy BBQ,188.343719
OOA Buy 5 San Mig Light Can 330ml Free 1 Chippy Cheese,171.875000
OOA Buy 5 San Mig Pilsen Can 330ml Free 1 Chippy BBQ,171.875000
OOA Buy 5 San Mig Pilsen Can 330ml Free 1 Chippy Cheese,171.875000
OOA PR  Smirnoff Vodka Mule 330mL,29.017900
OOA PR Imperial Blue FullStrngth 700ml fr Coke 2L,223.214000
OOA PR Imperial Blue Light 700ml fr Coke 2L,178.571000
JW RedLblPockets 200mL,-1.000000
JW BlkLblPockets 200mL,-1.000000
OOAAbsolut Kurant 750mL,617.857000
Alfonso 1 Light  700mL,358.782899
Alfonso 1 Light 1L,234.744066
Alfonso 1 Solera Brandy 1L,322.498697
Alfonso 1 Solera Brandy 700mL,260.399740
OOAAntonov Vodka Original 700mL,126.790000
OOABacardi PremRum 375mL,228.880000
OOABacardi PremRum 750mL,279.780000
OOA Budweiser in Bottle 335mL,66.070000
Cali Ice Apple Flavor in Can 330mL,24.176437
OOACaptain MorganOrigSpicdRum 750mL,307.767900
CarloRossi SwtRed 750mL,218.750000
OOA Chamdor Sparkling Grape Peach 750mL,194.062500
OOA Chamdor White 750mL,194.062500
OOA Colt 45 1L,55.360000
OOA Colt 45 500mL,27.370000
OOAColt45 BeerInBottle 330mL,20.949999
OOAColt45 InCan 330mL,28.280000
OOA Companero Light Brandy 700mL,67.860000
OOAEl HombreTequila 700mL,144.640000
OOAEl HombreTequilaGld 700mL,241.070000
Emperador Light Brandy 1L,102.678500
Emperador Light Brandy 750mL,76.856217
OOAEmperadorLghtBrndy 500mL,51.790000
OOA ESTD Hardys 1853 VR Merlot 750mL,280.357100
OOAExcelente 700mL,59.821400
Excelente Finest Reserva 1L,-1.000000
OOAFranzia RedWine 750mL,223.210000
OOAFrontera CabernetSauvignon 750mL,212.714300
Fundador Light 1L,284.379976
Fundador SoleraBrandy 1L,475.263244
OOAFundador SoleraBrndy 500mL,256.900000
Fundador Solera Brandy 700mL,341.147968
OOAGilbeys Gin1857 375mL,95.625000
OOAGilbeys Gin1857Vodka  700mL,174.200000
OOA Ginebra San Miguel Frasco 700mL,71.880000
OOAGinebra SanMigPremGin 750mL,104.424100
OOA Ginebra San Miguel Round 350mL,35.940000
Gran Matador Brandy 1000mL,89.285700
Gran Matador Brandy 350mL,36.044600
Gran Matador Brandy 700mL,60.990000
Gran Matador Light 700mL,58.220000
OOA GSM Blue 700mL,74.107100
OOA GSM Blue Light 700mL,61.830400
OOA GSM Blue Mojito 700mL,74.107100
Heineken Beer in Bottle 330mL,40.906804
Heineken Beer In Can 330mL,43.470063
OOAJinro 750mL,151.829369
Jinro Chamisul Classic Soju 360mL,73.660700
OOA Johnnie Walker Black Label 200mL,230.010000
OOA Johnnie Walker Red Label 200mL,115.010000
Johnnie Walker Red Label 700mL,392.714059
Jose Cuervo Especial Silver 700mL,535.714000
Jose Cuervo Especial Gold 700mL,558.036000
OOAMaria ClaraSngria 750mL,148.210000
OOA Novellino Light Rosso Classico 750mL,184.359400
OOA Novellino Light Strawberry Passion 750mL,184.359400
OOA Novellino Rosso Vivace 750mL,223.633900
OOAPaul MassnChblis 1L,246.736600
OOAPaul MassonBrgndy 1L,246.736600
Red Horse 1L KVI,63.035951
Red Horse Beer 500mL KVI,31.026895
Red Horse Stallion 330mL,23.473868
Red Horse BeerinCan 330mL KVI,34.375000
San Miguel Light Bottle 330mL KVI,25.847350
San Miguel Light Can 330mL KVI,34.375003
San Miguel Pale Pilsen Bottle 320mL,22.767300
San Miguel PPilsen Can 330mL KVI,34.374043
San Miguel Lemon Beer Bottle 330mL,22.687439
IND SmirnOff Green Apple 750mL,355.781300
OOASmirnOff Orange 750mL,355.781300
OOASmirnOff Red 700mL,355.310000
OOAStolichnaya Vodka 750mL,441.960000
OOATanduay 5Yrs 375mL,35.160000
OOATanduay 5Yrs 750mL,69.870000
OOA Tanduay Coctails Margarita 700mL,65.400000
INDTanduay IceBlIllsion 330mL,20.396857
Tanduay Ice 330mL,20.425522
OOATanduay IceLghtPomlo 330mL,19.710001
Tanduay IceRedMirage 330mL,20.342035
OOATanduay IceYllowPrdise 330mL,19.710239
OOATanduay RhumLight 750mL,58.780000
OOATanduay WhtPremRhum 375mL,34.040000
OOATanduay WhtPremRhum 750mL,68.080000
OOA The Bar Margarita Coctails 700mL,70.540000
OOA Tsingtao Beer 640mL,82.900000
OOAVAT 69SctchWhisky 700mL,177.680000
OOA Vodka Cruiser Blueberry 275mL,65.400000
OOA Vodka Cruiser Passion Fruit 275mL,65.400000
OOA Vodka Cruiser Raspberry 275mL,65.400000
OOA Vodka Mudshake Cappuccino 270mL,71.160000
OOAJB ScotchWhskey 700mL,374.960000
OOA Island Mixing Lime 375mL,51.560000
OOAAbsolut Vodka 1L,700.713051
OOA The Bar Vodka Apple 700mL,76.790000
OOAGilbeys Gin1857 700mL,174.240000
Johnnie Walker BlckLabel 700mL KVI,723.103427
CarloRossi CalifRed 750mL,206.096102
San Miguel Premium Can 330mL,46.875000
OOA May 100% Sparkling White Wine 750mL,144.044600
OOA Chamdor Red Sparkling 750mL,194.062500
OOAPrimera Brndy 750mL,75.000000
OOAGSM Blue 350mL,37.500000
OOADon Enriqui Mixkila,154.325900
OOA GSM Frasquito 350mL,37.366100
OOA GSM Angelito 250mL,27.723200
OOACarlos II,337.299100
OOA Tequila Rose 700mL,486.607100
OOAChivas Regal 1L,1451.956160
San Miguel Super Dry Can 330mL,42.905133
OOA SMB Super Dry Bottle 330mL,775.330000
San Miguel Apple Beer Bottle 330mL,22.688110
Kirin Beer 330mL,47.619000
OOA Orchid Lime Cordial 350mL,62.839300
OOA El Hombre Margarita Mix 700mL,71.151800
OOAToska Vodka 700mL,111.430725
OOADona ElenaRdWine 750mL,142.517900
OOADona ElenaWhtWine 750mL,142.517900
OOA May 100% Sparkling Red Wine 750mL,144.044600
OOABrew KettleBeer 330mL,26.039913
OOAGin Kapitan 350mL,26.300000
Clover Chips (Buy 4, Get 1 FREE),-1.000000
IND Lotte Koala's March Reg. Creamy Milk,26.785700
Lotte Koala's Small Chocolate 19.5g,13.392900
Pepero WhiteCkie 32g,41.071400
OOA Lotte Toppo Chocolate 40g,28.571400
OOA Chocky Giant Chocolate Biscuit Stick 50g,32.140000
OOA BC NY Cookies w/ Chocolate Creme 175g,76.790000
OOA BC NY Cookies Chocolate 150g,76.790000
Cowhead Original Cracker Biscuit 180g,-1.000000
OOA Bento Seafood Snack BBQ 15g,27.230000
OOA Butter Sesame Cracker 70g,29.910000
OOA Win2 Chocolate Magic Crunch 80g,19.200000
OOA Win2 Vanilla Magic Crunch 80g,20.980000
Combos Single 48.2g,36.339402
Cream-O Vanilla 90g KVI,16.559995
Presto CrmVanilla 80g,11.293722
OOA Glico Pretz Roast 62g,56.616100
OOA Glico Pretz Salad 69g,56.616100
OOA Glico Pretz Tomato 60g,56.616100
OOA Glico Pocky Chocolate 72g,76.127200
OOA Glico Pocky Milk Chocolate 74.6g,76.127200
OOA Glico Pocky Strawberry Flavor 57.6g,76.127200
OOA Glico Almond Peak Chocolate 57.6g,80.580400
OOA House Tongari Corn Salt 75g,74.854900
OOA House Tongari Corn Yaki 75g,74.854900
OOA Bourbon Butter Cookies 107g,60.435300
OOA Bourbon Chocochips Cookies 114g,60.435300
OOA Phil Brand Dried Mango Giftbox 200g,195.310000
OOA Magic Time Cheese Curls 5.5oz,78.350000
OOA Magic Time Cheese Ball 4oz,78.350000
Goldilocks Classic 25g,8.004602
Goldilocks Ckies&Cream 25g,8.265778
Goldilocks Pinipig  25g,8.265695
Goldilocks Cashew 25g,8.264369
OOA Goldilocks Ube 25g,8.019999
OOA Orion Choco Pie 2's,21.071400
MuslI Oat Biscuit Hazelnut 60g,21.210000
MuslI Oat Biscuit Chocolate 60g,21.371587
MagicMelt CreamChseBrwnies 80g,26.785700
MagicMelt SpeclBiscocho 150g,46.428500
OOA Magic Melt Mamon Tostado 100g,38.570000
Cal Cheese Wafer 53.5g,8.277000
Cheetos Crunchy Extra Barbeque 66g,18.040000
IND Cheetos Crunchy Extra Barbeque 140g,32.480000
Cheetos Crunchy Cheese 66g,18.040000
IND Cheetos Crunchy Cheese 140g,32.480000
Cheetos Crunchy Jalapeño 66g,18.600125
IND Cheetos Crunchy Jalapeño 140g,32.480000
Cheetos Puffs Mellow Cheddar 55g,18.040000
Peppero ChocoCkie 32g,40.660000
Cheetos Crunchy Sour Cream and Onion 66g,-1.000000
OOA Cheetos Crunchy Cheese Pizza 66g,18.040000
IND Goldilocks Classic Bites 15g,57.680000
OOA Goldilocks Pinipig  Bites 15g,56.729255
OOA Goldilocks Cookies n Cream Bites 15g,44.539187
Loacker Cremkakao 45g,28.438000
INDLoacker Cacao 75g,43.530000
INDLoacker MilkVnlla 75g,45.710000
Loacker QuadraNapolitaner 125g KVI,78.710000
INDLoacker QuadraKakao 125g,78.710000
INDLoacker QuadraVnille 125g,78.710000
Loacker QuadraDarkChoco 125g,78.706657
OOA CheetosCrunchy Chz 140g w Pepsi Reg300mL,32.473200
OOA CheetosCrunchy BBQ 140g w Mt Dew 300mL,32.473200
OOA Rebisco Cream Filled Craker Sandwich 32g,4.120000
Boy Bawang Chicharon Garlic 100g,18.800000
OOA Oreo Dark and White Chocolate 29.4g,60.710000
IND Deka MT Pack Choco 11g,14.553600
IND Deka MT Pack Choco Banana 10g,14.553600
California Crunch Barbeque 120g,46.738082
California Crunch Sour & Cream 120g,44.556410
Oreo Vanilla 66.5g,16.785700
Oreo Vanilla 28.5g,6.418600
Mini Oreo Original 20.4g,12.589300
IND Oreo Thins Vanilla Delights 95g,34.776800
IND Oreo Thins Tiramisu 95g,34.776800
Oishi Bread Pan White Cheddar Cheese 42g,7.677199
Oishi Potato Fries Plain Salted 50g,10.179010
Oishi Potato Crisp Bacon N' Cheese 50g,10.563000
Oishi Potato Crisp Beef N' Chili 50g,10.562688
Oishi Potato Crisp Cheese 50g,10.562990
Oishi Potato Crisp Creamy Garlic 50g,10.563069
Oishi Potato Crisp Tomato Ketchup 50g,10.540387
Oishi Caramel Popcorn 60g,10.560000
Oishi Chocolate Popcorn 60g,10.559998
Oishi MobstersCaramel&Cheese Popcorn 60g,10.560000
Oishi Natural PotatoChipsFrenchOnion 60g,21.514508
Oishi Ridges Cheese&Garlic 60g,21.515287
Oishi Pillows ChocoCrckers 120g,28.209996
Oishi SpongeCrnchChoco 120g,28.209951
OOA Oishi Choco Plunge 120g,26.875000
IND Oishi Marty's Cracklin'ChickenInasal,12.839300
Oishi Prawn Crackers Sweet&ExtraHot 90g,15.740992
Oishi Fish Crackers 90g,15.741015
Oishi FISHDA Fish Kropeck 80g,14.392982
IND Oishi BakedPorkyPopps ClassicVinegar 34g,19.579969
IND Oishi Baked Porky Popps Hot&Spicy 34g,19.580000
IND Oishi GourmetPotatoChipsWasabi&Nori 120g,48.372903
IND Oishi GourmetPotatoChips SeaSalt 120g,48.365684
Oishi GourmetPotatoChips SaltedEgg 60g,26.875000
Oishi GrabNuts RstedAlmondsSlted 30g KVI,24.571001
Oishi GrabNuts RstedCshewsSlted 30g KVI,24.572481
Oishi Grab Nuts Roasted Mixed Nuts 30g,15.357100
W.L Corn Bits Orig Super Garlic 70g,8.880000
W.L Corn Bits Special BBQ 70g,8.880000
W.L Muncher Original 70g,8.880000
Tattoos CornTbeSpcyChse 60g,6.700000
Nagaraya Original 80g,12.810000
Nagaraya Abodo 80g,12.810000
Nagaraya Barbeque 80g,12.810000
Nagaraya Garlic 80g,12.810000
Nagaraya Abodo 160g,25.630000
Nagaraya Hot & Spicy 80g,12.810000
Chips DelightTripleChoco 73g,19.020000
Chips Delight Triple Chocolate 175g,44.060000
Chips Delight Mini 130g,32.630000
Chips Delight Peanut Caramel 160g,32.640000
Chips Delight Regular 80g,17.020000
IND MuslI Oat Biscuit Apple 60g,21.210000
MuslI Oat Biscuit BlueberryCranberry 60g,21.193649
Korean Crispy Seaweed Barbeque 40g,78.210000
Korean Crispy Seaweed Seafood 40g,78.210000
Korean Crispy Seaweed Chili 40g,78.210000
Korean Crispy Seaweed Original 40g,78.210000
OOA Kimnori Seaweed with Almonds 25g,78.210000
Belvita Milk and Cereal 20g,6.920000
Goya Quadros Twins 20g,6.910000
KnickKnacks DipASnackChoco 20g,10.160000
KnickKnacks Cheeznacks 20g,4.470000
Goya Pretzel Twist Milk Chocolate 28g,5.203819
Goya Pretzel Twist Dark Chocolate 28g,5.688000
Goya Pretzel Twist Cream White Chocolate 28g,5.484000
OOA Boy Bawang Barbeque 100g,13.705400
OOA Boy Bawang Lechon Manok 100g,13.705400
OOA Golden Sweet Corn 100g,15.180000
OOABoy Bawang Chichacorn Cheese 100g,18.790000
OOA Boy Bawang Chichacorn BBQ 100g,18.790000
Nuts Incredilbe 100g,16.290000
Mix Nuts 100g,27.100000
Nuts Entertainment 100g,23.660000
OOA Big Daddy Corn Crisp BBQ 90g,18.790000
IND Big Daddy Corn Crisp SourCream&Onion,18.790000
IND Big Daddy Crisp Nacho Cheese 90g,18.789999
Nagaraya Hot & Spicy 160g,25.630000
**Honey ButterPottChps 170g,72.321400
Honey Butter Potato Chips 60g,23.303600
**Calbee PotChipsChdrNSrcrm 170g,72.321400
IND J&J Pic-A Ultimate Cheddar Snack Mix,22.140000
IND J&J Pic-A Bbq Overload  Snack Mix 90,22.140000
Pik-nik Original Shoestring Potato 50g,26.577244
J&J V Cut Onion Garlic 60g,22.139951
J&J V Cut Cheese 60g,22.140003
Fitbar Nut 25g,17.678207
IND Mr. Potato Crisp Barbeque 100g,33.930000
OOA Mr. Potato Crisp Sour Cream&Onion 100g,33.930000
OOA Mr. Potato Crisp Sweet Potato 100g,33.930000
IND Mr. Potato Crisp Honey Cheese 100g,33.930000
INDFibisco HIRO 80g,12.680001
INDFibisco ChcoChpsCkies 36g,8.390000
INDFibisco ChcoCrnchies 60g,15.360000
INDFibisco HIROPckts 33g,4.020000
INDFibisco ChcoMllows 36g,9.460001
INDFibisco Jolly 27g,4.020000
INDButter Ckies 170g,32.579231
Orell's Banana Thins Glazed 100g,70.540000
Orell's Banana Thins Cinnamon 100g,70.540000
Leslie Clover Chips BBQ 85g,21.759076
Leslie Clover Chips Chili & Cheese 85g,21.759026
Leslie Cheezy CornCrunch OrigCheese 150g,29.535799
Leslie Cheezy Corn Crunch Red Hot 150g,29.549499
Leslie Nacho Corn Chips Cheese Blast 100g,16.339027
OOA Leslie Banana Thins 100g,24.380000
Leslie I Heart Cheese 50g,10.267975
Lotte Pepero Choco Filled 40g,35.710000
IND Goya Dark Chocolate 38 (Buy 2,Get1FR,30.470000
Archipelago Superfood Trail Mix 42.5g,65.250000
Archipelago Fruit and Nut Bar 40g,67.990482
Archipelago Banana Chips 80g,20.607000
Archipelago Mango Bites 40g,32.964000
OOA Archipelago Sunshine Granola 50g,51.510000
OOA PURPLE YAM-BANANA-COCONUT 40G,-1.000000
MagicMelt Rosquillos 90g,20.982807
MagicMelt MamonTostado 50g,21.117804
Bawang na Bawang Cornick 100g,11.375000
Alibaba Snack Mixed 100g,11.375000
Alibaba US No.1 Greenpeas 200g,21.937500
Alibaba Sweet Corn Flavor 120g,16.250000
Alibaba BBQ Flavor 120g,16.250000
Alibaba Hot & Spicy Flavor 120g,16.250000
Alibaba Nacho Cheese Flavor 120g,16.250000
IND Goya Milk Chocolate 35g (Buy 2,Get1F,30.098200
OOA Goya Cream White Chocolate 35g (Buy 2,Get1FREE),30.098200
OOA Goya Almond in Milk Chocolate 35g (Buy 2,Get1FREE),30.098200
Treasures 36g(Buy 2 Less 10),29.250000
OOA J&J Piattos Spicy Seafood 85g,22.589300
LaPacita GrahmCrkr 10S,3.755822
LaPacita MamonTstado 100g,26.705000
LaPacita Pasencia 90G,15.018000
La Pacita, Graham Chocolate, 5S,4.369601
LaPacita GrahmPeantBtter 5s,4.338990
LaPacita GrahmCreamChse 5s,4.509375
LP, Oat Cookies Chocolate, 26G,8.356999
Lemon Square Inipit Custard 22g,4.152001
Whatta Tops Chocolatah 35g,5.602978
J&J Piattos Cheese 170g,44.286000
J&J Potato Chips Classic Plain Salted 60g,22.143000
J&J Choco Knots  50g,8.214000
W.L. Muncher D' Patata Chips Cheese 60g,12.125000
W. L. Muncher D' Patata Chips Bbq 60g,12.125000
W. L. Muncher D' Patata Chips Sour Cream & Onion 60g,12.125000
Dandy's Trail Mix 100g,36.607100
Dandy's Mixed Nuts 100g,40.178600
Dandy's Garlic Peanuts 100g,27.678600
Dandy's Spicy Peanuts 100g,27.678600
Dandy's Adobo Peanuts 100g,26.339300
IND Sante Bar Nuts&Almond 40g,22.321000
IND Sante Bar Cranberry & Raspberry 40g,22.321000
Oreo VanllaWferRoll 54g,27.232000
Oreo ChocoWferRoll 54g,27.232000
Doritos Roasted Corn 55g,34.375000
Lays Original 50g,37.946000
Lays Sour Cream and Onion 50g,37.946000
Kettle Korn Cheese 120g,27.741100
Kettle Korn Salted Caramel 120g,27.741100
Franzzi MatchaChocoCkie 70g,31.696000
Franzzi YogurtChocoCkie 70g,31.696000
HOP Assorted 52g,31.250000
HOP Classic 52g,31.250000
HOP CkiesNCream 52g,31.250000
HOP CrispRice 52g,31.250000
Pocky Chocolate 40g,30.045000
Pocky Strawberry 38g,30.045000
Pocky CookiesNCream 40g,30.045000
Pocky Matcha 35g,30.045000
Pringles Smoky BBQ 107g,55.509000
Pringles Pizza 107g,55.509000
Pringles Original 40g,19.866000
Pringles Sour Cream & Onion 40g,19.866000
Pringles Cheese 40g,19.866000
J&J V Cut Spicy BBQ 155g,28.400000
Pepero DbleChocoFilled 40g,35.710000
Lotte Pepero Double Choco Filled 11g,10.710000
Lotte Pepero Choco Filled 11g,10.710000
PR J&J Chippy BBQ Family 100g,0.000000
PR J&J Chippy Chili & Cheese 110g,0.000000
OOA PR  J&J Piattos Cheese 85g,22.142900
OOA PR  J&J Piattos Nacho Pizza 85g,22.142900
OOA PR  J&J Piattos Roadhouse BBQ 85g,22.142900
OOA PR  J&J Piattos Sour Cream & Onion 85g,22.142900
OOA PR  J&J Piattos Roast Beef 85g,22.142900
Fitness Choc CerBr 23.5g,20.294600
Koko Krunch CerBr 25g,16.232100
Milo CerealBar 23.5g,16.232100
J&J Magic Chips BBQ 100g,17.860000
J&J Magic Chips Cheese 100g,17.857100
J&J Cream-O Choco Fudge 33g,5.580400
J&J Quake Overload White Choco 30g,5.220000
J&J Presto Choco 80g,10.758900
J&J Mang Juan Klasik 90g,14.151800
J&J Nova Classic Crunch 78g,22.142900
**PikNik WhiteCheddar 170g,111.607100
**PikNik SrirachaRanch 170g,111.607100
OOA Cebu Dried Green Mango Balls 100g,50.440000
OOA Philippine Dried Mango Chips 100g,43.430000
OOA Philippine Dried Mango Sliced 100g,85.040000
OOA Arcor Formis Ben10 108g,27.370000
OOA Arnott's Tim Tam Wafer Vanilla 80g,38.880000
OOA Besuto Food Corp Prawn Crackers 250g,30.310700
OOA Besuto Onion & Garlic Crackers 250g,31.470000
OOA Big Munch Cheese 110g,15.340200
Bingo Double Choco Slugs 75g,12.973200
Bingo OrangeCkie 75g,12.350769
OOA Boy Bawang Adobo 100g,13.705400
OOA Boy Bawang Cornick  Adobo 30g,4.687500
OOA Boy Bawang Cornick  Garlic 30g,4.687500
Boy Bawang Garlic 100g,13.705778
Boy Bawang Hot Garlic 100g,13.705867
Boy Bawang Chili Cheese 100g,13.705873
OOA Boy Bawang Cornick Hot Garlic 30g,4.687500
OOA Champola Chocolate Belge 30g,11.470000
OOA Champola Chocolate 60g,14.820000
INDCupp KeykChsyTopps 37g,5.625000
Cheetos Cheddar Jalapeno Crunchy 226.8g,115.540000
Cheetos Crunchy 99.2g,-1.000000
Cheetos Crunchy Cheese 226.8g,115.539999
Leslie Cheezy Corn Crunch Red Hot 70g,16.696000
J&J MangJuan Sukang Paombong 90g,14.151795
J&J MangJuan Sukat Sili 90g,14.152367
OOA Chicharritos Garlic & Vinegar 35g,26.740000
OOA Chicharritos Garlic & Vinegar 75g,53.530000
OOA J&J Chippy BBQ 27g,4.910700
J&J Chippy Chili & Cheese 110g,16.470000
OOA J&J Chippy Chili & Cheese 27g,4.910700
J&J Chippy Garlic & Vinegar 110g,16.470006
OOA J&J Chippy Garlic & Vinegar 27g,4.910000
J&J Chippy Mild & Tasty 110g,16.470000
OOA Chips Ahoy! Original 38g,14.870000
Chips Delight Stripes70g,19.539990
Chips DelightStrpdCappuccino 70g,17.860018
Cupp Keyk Choco Topps 37g,5.298207
Leslie Clover Cheese 95g,21.758993
Leslie Clover Chips Cheese 60g,14.196043
OOA Clover Chips Cheesier 165g,32.633900
Cream-O Choco 90g,16.560000
Ding Dong Mixed Nuts Hot & Spicy 100g,14.370088
DingDong MixedNuts 100g,14.370109
OOA Ding Dong Mixed Nuts Hot&Spicy 1x20 7g,15.714300
OOA Ding Dong Mixed Nuts 1x20 7g,15.714300
Doowee DonutWhtChocow/MilkyCrm 40g,6.280039
Doritos Nacho Cheese 198.4g,115.484942
Doritos Nacho Cheesier 65g,37.719998
OOA Doritos Nacho Cheesier 31.8g,17.230000
Doritos Smokin BBQ 198.4g,120.271132
Doritos Taco 198.4g,106.026800
Doritos Taco 65g,37.719079
Fitbar Chocolate 25g,17.676976
INDFibisco ChcoChps 200g,37.471501
Fitbar Fruits 25g,17.632590
Fita Crackers 150g,24.991974
M.Y. Fita Crackers 80g,12.391000
INDFibisco ChcoMllows 100g,24.459996
FMC PrimaToast 100g,18.357000
Fudgee BarChocolate 42g,4.879051
Galinco Mini ChocolateChip Cookies 35g,8.009970
Galinco Rainbow Cookiesw/Choco 80g,17.810000
GG Tortillos BBQ 100g KVI,16.425173
OOA Glico Pocky Choco Banana Flavour 25g,20.312500
OOA Glico Pocky Chocolate Flavor 47g,25.892900
OOA Glico Pocky Milk Flavour  25g,20.312500
OOA Glico Pocky Strawberry Flavour 45g,25.892900
OOA Glico Pretz Sour Cream & Onion 36g,21.473200
OOA Goldilocks Popcorn 35g,10.812100
OOA Goya Pretzel Twists Dark Choco 28g,5.535700
OOA Goya Pretzel Twist Cream White 28g,5.133900
Growers Garlic Peanuts  80g,29.100006
OOA Growers Garlic  Peanuts 1x20 8g,33.392900
OOA Hansel Premium Peanut Butter128g,30.082953
OOA Happy Peanuts Garlic 100g,22.980000
Hi-Ho Crunchy Nuts BBQ 70g,11.010000
J&J Chippy BBQ Family 100g,16.470011
J&J Chiz Curls 55g,13.210000
J&J Mr. Chips Nacho 100g,15.760000
IND J&J Nova Country Cheddar Flavor 40g,9.820000
J&J Nova CntryCheddar Flvor 78g KVI,22.140000
OOA J&J Nova Homestyle BBQ 40g,9.865952
J&J Nova Homestyle BBQ 78g,22.140005
OOA J&J Piattos Cheese 40g,9.869346
J&J Piattos Cheese 85g KVI,22.140000
J&J Piattos Nacho Pizza 85g,22.140000
J&J Piattos Roadhouse BBQ 85g,22.140000
J&J Piattos Sour Cream & Onion 85g,22.140000
J&J Potato Chips BBQ 65g,22.139992
J&J V Cut Spicy BBQ 60g KVI,22.140002
J&J Roller Coaster Cheddar Cheese 85g,16.470000
J&J Tostillas Nacho Cheese 72g,22.131004
OOA J&J V Cut Spicy BBQ 25g,9.550000
J&J Chocolate Pretzels 40g,8.260000
J&J Cream-O Cakewich 25g,4.840000
J&J Cream-O Choco Chip Cookies 36g,6.410970
OOA J&J Espesyal Mamon De Leche 30g,5.100000
